row_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
3781,Resort Hotel,1,20,2016,January,2,4,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,0,Transient,54.4,0,1,Canceled,26-12-15,Christian Wilson,Christian_Wilson@mail.com,314-551-4175,************8770
3782,Resort Hotel,1,62,2016,January,2,4,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,61.2,0,1,Canceled,17-11-15,Brandon Owens,Brandon_Owens@protonmail.com,730-063-9089,************3416
3783,Resort Hotel,1,189,2016,January,2,5,0,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,25.11,0,2,Canceled,26-12-15,Heather Kelly,Heather_Kelly41@yandex.com,451-292-4099,************7939
3784,Resort Hotel,1,132,2016,January,2,5,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,29.16,0,1,Canceled,14-09-15,Craig Butler,Butler.Craig@outlook.com,619-994-3280,************1699
3785,Resort Hotel,1,13,2016,January,2,5,8,20,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,332,0,Transient,65,0,0,Canceled,29-12-15,Patrick Jones,Patrick_Jones19@yandex.com,194-067-6466,************3631
3786,Resort Hotel,0,86,2016,January,2,6,0,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,79.5,1,1,Check-Out,07-01-16,Madeline Erickson,Erickson_Madeline35@yahoo.com,369-008-9658,************4049
3787,Resort Hotel,0,187,2016,January,2,6,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,41.4,0,1,Check-Out,10-01-16,Mike Price,Price.Mike83@xfinity.com,724-196-6406,************2086
3788,Resort Hotel,0,85,2016,January,2,6,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,Transient,47.4,1,1,Check-Out,10-01-16,Melissa Chambers,Melissa.C@verizon.com,926-211-7136,************2024
3789,Resort Hotel,1,93,2016,January,2,6,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,47.6,0,1,Canceled,12-11-15,Kathy Marshall,Kathy_M@yandex.com,333-859-7174,************8853
3790,Resort Hotel,1,93,2016,January,2,6,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,Transient,73.1,0,1,Canceled,12-11-15,Russell Hill,Hill.Russell45@aol.com,423-421-9739,************2269
3791,Resort Hotel,1,0,2016,January,2,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,2,Canceled,07-01-16,Alexis Walsh,Alexis.Walsh@protonmail.com,810-217-3444,************4844
3792,Resort Hotel,1,143,2016,January,2,7,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,38.4,0,2,Canceled,05-09-15,Mrs. Regina Smith,Mrs.Smith51@verizon.com,846-295-4622,************9874
3793,Resort Hotel,1,223,2016,January,2,7,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,107,0,0,Canceled,26-06-15,Ryan Williams,RyanWilliams@hotmail.com,596-777-6350,************7417
3794,Resort Hotel,1,117,2016,January,2,7,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,Transient,33.08,0,2,Canceled,26-11-15,Catherine Robbins,CatherineRobbins@xfinity.com,296-412-0649,************1309
3795,Resort Hotel,1,13,2016,January,2,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,0,Canceled,28-12-15,Robert Lester,Robert.L@outlook.com,181-654-1118,************9050
3796,Resort Hotel,1,24,2016,January,2,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,48,0,1,Canceled,28-12-15,Colleen Trujillo,Colleen_Trujillo@protonmail.com,364-904-1739,************4401
3797,Resort Hotel,1,2,2016,January,2,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,48,0,0,No-Show,08-01-16,Matthew Martinez,MMartinez66@att.com,727-787-1072,************4976
3798,Resort Hotel,0,59,2016,January,2,8,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,29,0,0,Check-Out,10-01-16,Theresa Lewis,Theresa_Lewis@zoho.com,233-455-3050,************8951
3799,Resort Hotel,1,6,2016,January,2,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,96,0,0,Canceled,04-01-16,James Orr,James_Orr@comcast.net,135-854-2431,************8746
3800,Resort Hotel,1,11,2016,January,2,8,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,0,Transient,29,0,1,No-Show,08-01-16,Bryce Fitzgerald,Bryce_Fitzgerald68@aol.com,796-420-6550,************7961
3801,Resort Hotel,1,19,2016,January,2,8,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,52.8,0,0,Canceled,06-01-16,Brett Santos,Brett.Santos@verizon.com,569-295-0622,************4075
3802,Resort Hotel,1,19,2016,January,2,8,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,52.8,0,0,Canceled,06-01-16,Donna Dyer,Donna.Dyer83@xfinity.com,855-766-6150,************7497
3803,Resort Hotel,0,74,2016,January,2,8,2,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,0,Transient,33.3,0,0,Check-Out,12-01-16,Aaron Williams,AWilliams@comcast.net,439-755-8223,************8876
3804,Resort Hotel,0,169,2016,January,2,8,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,50.4,0,1,Check-Out,13-01-16,Bernard Rodriguez,Rodriguez.Bernard12@xfinity.com,259-461-9813,************4778
3805,Resort Hotel,1,200,2016,January,2,8,8,20,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,50.4,0,0,Canceled,21-09-15,Michael Pruitt,Michael_P86@yahoo.com,741-393-1773,************9218
3806,Resort Hotel,1,1,2016,January,2,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,1,Canceled,08-01-16,Eric Lewis,Lewis.Eric26@xfinity.com,684-951-9321,************6426
3807,Resort Hotel,1,28,2016,January,2,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,56,0,1,Canceled,05-01-16,Gina Johnson,Johnson_Gina61@gmail.com,500-787-4588,************7674
3808,Resort Hotel,1,1,2016,January,2,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,1,Canceled,08-01-16,Jason Holder,Holder.Jason@outlook.com,519-374-1606,************1007
3809,Resort Hotel,1,28,2016,January,2,9,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,56,0,1,Canceled,05-01-16,Angela Perez,Angela_P50@verizon.com,588-338-4405,************1123
3810,Resort Hotel,1,110,2016,January,2,9,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,36.45,0,0,Canceled,05-10-15,Colin Foster,ColinFoster@outlook.com,963-692-9182,************1662
3811,Resort Hotel,1,15,2016,January,2,9,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,48,0,0,Canceled,30-12-15,Ms. Ashley Banks,MBanks@zoho.com,817-389-8487,************1078
3812,Resort Hotel,1,103,2016,January,2,9,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,77.4,0,1,Canceled,05-10-15,Michelle Morales,MichelleMorales@att.com,395-593-8796,************5796
3813,Resort Hotel,0,87,2016,January,2,9,4,10,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,26.1,0,0,Check-Out,23-01-16,Benjamin Mclean,Benjamin_M@att.com,684-498-3099,************3781
3814,Resort Hotel,1,177,2016,January,3,10,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,25.11,0,1,Canceled,04-09-15,Rebecca Leon,Rebecca_Leon@yahoo.com,810-950-8973,************7469
3815,Resort Hotel,1,6,2016,January,3,10,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,1,Canceled,06-01-16,Christopher Williamson,Christopher.Williamson@hotmail.com,746-158-3419,************7825
3816,Resort Hotel,1,8,2016,January,3,12,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient,43,0,0,No-Show,12-01-16,Steven Garcia,Garcia.Steven@zoho.com,302-597-2690,************4373
3817,Resort Hotel,1,99,2016,January,3,12,2,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,Transient,41.4,0,0,Canceled,28-10-15,Michael Johnston,MichaelJohnston21@mail.com,588-442-5112,************4564
3818,Resort Hotel,1,99,2016,January,3,12,2,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,Transient,41.4,0,1,No-Show,12-01-16,Eric Bowman,Bowman.Eric@verizon.com,754-383-5753,************1378
3819,Resort Hotel,0,172,2016,January,3,12,8,20,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,0,Contract,25.92,0,1,Check-Out,09-02-16,Stephanie Martin,StephanieMartin@verizon.com,674-464-3768,************3007
3820,Resort Hotel,1,284,2016,January,3,12,8,20,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,26.1,0,0,Canceled,12-09-15,Natalie Porter,Natalie_P@yandex.com,837-590-6106,************9794
3821,Resort Hotel,1,122,2016,January,3,12,12,30,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,22.11,0,0,Canceled,04-12-15,Samantha White,Samantha.W@zoho.com,933-046-8568,************7596
3822,Resort Hotel,0,0,2016,January,3,13,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,242,0,Transient,0,0,1,Check-Out,13-01-16,Collin Winters,Collin.W81@mail.com,145-211-6875,************2730
3823,Resort Hotel,1,15,2016,January,3,13,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,2,Canceled,08-01-16,Michael Scott,Michael.Scott29@zoho.com,251-513-5948,************4172
3824,Resort Hotel,1,15,2016,January,3,13,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,2,Canceled,08-01-16,Emily Johnson,Johnson_Emily@hotmail.com,711-806-2788,************3318
3825,Resort Hotel,1,15,2016,January,3,13,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,2,Canceled,08-01-16,Angela Mills,Angela_Mills57@verizon.com,804-325-4749,************2024
3826,Resort Hotel,0,23,2016,January,3,14,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,48,0,0,Check-Out,15-01-16,Diane Frazier,Diane.F@att.com,972-684-6532,************9051
3827,Resort Hotel,1,0,2016,January,3,15,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient-Party,44,0,0,Canceled,15-01-16,Susan Sherman,Susan_Sherman69@yandex.com,113-717-0730,************4167
3828,Resort Hotel,1,34,2016,January,3,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,44.8,0,1,Canceled,26-12-15,Clifford Wilson,Clifford_W@xfinity.com,666-714-5030,************2898
3829,Resort Hotel,1,1,2016,January,3,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,59,0,1,No-Show,16-01-16,Justin Tran,Justin.Tran35@mail.com,102-132-3989,************9399
3830,Resort Hotel,1,7,2016,January,3,16,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,Transient,57.6,0,0,Canceled,15-01-16,Sydney Bentley,Bentley.Sydney@att.com,232-578-2246,************8413
3831,Resort Hotel,1,172,2016,January,4,17,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,59.4,0,1,Canceled,21-09-15,Cynthia Chavez,Cynthia_C@comcast.net,154-770-7063,************1274
3832,Resort Hotel,1,172,2016,January,4,17,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,29.16,0,1,Canceled,17-01-16,Thomas Donaldson,Donaldson_Thomas@yandex.com,967-867-9361,************3069
3833,Resort Hotel,1,12,2016,January,4,18,1,0,1,0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,F,0,No Deposit,15,0,Transient,0,0,0,Canceled,07-01-16,Brian Wagner,Brian_W@mail.com,379-985-0252,************8256
3834,Resort Hotel,1,31,2016,January,4,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,44.8,0,1,Canceled,26-12-15,Caroline Martinez,CMartinez33@verizon.com,213-153-4705,************2824
3835,Resort Hotel,1,3,2016,January,4,19,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,0,Canceled,19-01-16,Jennifer Rodriguez,Rodriguez.Jennifer85@hotmail.com,905-168-2692,************9682
3836,Resort Hotel,1,3,2016,January,4,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,0,Transient,30,0,0,Canceled,18-01-16,John Hicks,John.Hicks@outlook.com,393-847-0379,************1246
3837,Resort Hotel,1,34,2016,January,4,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,44.8,0,1,Canceled,26-12-15,Jessica Williams,JessicaWilliams@yahoo.com,198-476-1164,************9647
3838,Resort Hotel,1,26,2016,January,4,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,44.8,0,1,Canceled,29-12-15,Nicole Smith,Smith.Nicole@mail.com,733-043-1699,************1217
3839,Resort Hotel,1,3,2016,January,4,22,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330,0,Transient-Party,38,0,2,Canceled,21-01-16,Tim Boyd DVM,Tim.D28@gmail.com,209-522-1354,************3667
3840,Resort Hotel,0,101,2016,January,4,22,0,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,Transient,66.98,1,0,Check-Out,24-01-16,Robert Morales,Robert.M@verizon.com,798-837-7087,************2275
3841,Resort Hotel,1,3,2016,January,4,22,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330,0,Transient-Party,43,0,2,Canceled,21-01-16,Brittney Stevenson,Stevenson_Brittney@hotmail.com,112-816-8555,************6021
3842,Resort Hotel,1,3,2016,January,4,22,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,52.8,0,1,Canceled,22-01-16,Jordan Mccormick,Mccormick_Jordan@gmail.com,832-676-1660,************5269
3843,Resort Hotel,1,13,2016,January,4,22,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,44.8,0,2,No-Show,22-01-16,Warren Flores,Warren.F96@zoho.com,814-968-5478,************4844
3844,Resort Hotel,1,11,2016,January,4,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,48,0,0,No-Show,23-01-16,Valerie Turner,VTurner25@comcast.net,966-973-6593,************2494
3845,Resort Hotel,1,1,2016,January,4,23,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,Transient,96,0,1,No-Show,23-01-16,Russell Mitchell,Mitchell.Russell33@yandex.com,386-164-7408,************5437
3846,Resort Hotel,1,173,2016,January,5,25,1,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,59.4,0,1,Canceled,10-08-15,Wesley Hernandez,Hernandez.Wesley62@gmail.com,868-158-5750,************3230
3847,Resort Hotel,1,14,2016,January,5,25,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,61,0,2,Canceled,18-01-16,Sarah Velazquez,SarahVelazquez@yandex.com,734-717-6002,************7719
3848,Resort Hotel,0,160,2016,January,5,25,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,Transient,36.86,0,1,Check-Out,29-01-16,Tracy Ramsey,Tracy_R63@protonmail.com,520-416-6471,************1130
3849,Resort Hotel,0,154,2016,January,5,26,0,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,35.16,1,2,Check-Out,27-01-16,Betty Williams,Betty.Williams@att.com,929-626-2516,************1508
3850,Resort Hotel,1,4,2016,January,5,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,38,0,0,Canceled,25-01-16,Darrell Carr,DarrellCarr@att.com,376-075-9582,************8003
3851,Resort Hotel,0,214,2016,January,5,26,12,30,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Transient,31.45,0,0,Check-Out,08-03-16,Leonard Jensen,Jensen.Leonard@att.com,333-340-3192,************6097
3852,Resort Hotel,0,154,2016,January,5,26,0,1,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,29.16,0,2,Check-Out,27-01-16,Jessica Ellis,Jessica.E@att.com,760-590-7610,************5444
3853,Resort Hotel,1,5,2016,January,5,27,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient,39,0,0,Canceled,26-01-16,Michael Montes,MMontes@zoho.com,319-679-9386,************9270
3854,Resort Hotel,1,16,2016,January,5,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,1,Canceled,16-01-16,Matthew Potter,Matthew.Potter@xfinity.com,304-924-6813,************2464
3855,Resort Hotel,1,2,2016,January,5,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,126,0,Transient,30,0,0,Canceled,26-01-16,Stacey Silva,Stacey_Silva@protonmail.com,256-042-3721,************8278
3856,Resort Hotel,1,80,2016,January,5,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,1,Canceled,26-12-15,Jay Hughes,Hughes_Jay@zoho.com,494-647-2732,************7561
3857,Resort Hotel,1,33,2016,January,5,28,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,0,Canceled,20-01-16,Molly Lynn,Lynn.Molly@comcast.net,677-168-3263,************2426
3858,Resort Hotel,1,33,2016,January,5,28,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,0,Canceled,20-01-16,Jeremy Joseph,Joseph.Jeremy33@hotmail.com,279-128-8212,************5315
3859,Resort Hotel,1,185,2016,January,5,28,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,32.4,0,3,Canceled,28-07-15,Hannah Clark,Hannah_C@xfinity.com,820-158-8390,************5618
3860,Resort Hotel,0,1,2016,January,5,29,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,0,Transient,75,1,0,Check-Out,30-01-16,Dr. Austin Grant MD,Dr..MD@gmail.com,933-338-3498,************5819
3861,Resort Hotel,1,48,2016,January,5,29,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,55,0,0,Canceled,07-01-16,Roger Brewer,Roger_B@hotmail.com,416-963-6350,************6903
3862,Resort Hotel,1,157,2016,January,5,29,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,0,Transient,88.2,0,1,Canceled,05-01-16,Anthony Reyes,Anthony_Reyes@xfinity.com,548-227-0704,************3014
3863,Resort Hotel,1,15,2016,January,5,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,1,Canceled,18-01-16,William Barron,WilliamBarron@comcast.net,539-298-9815,************4784
3864,Resort Hotel,1,22,2016,January,6,31,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,52.8,0,2,Canceled,11-01-16,Daniel Hanson,Hanson_Daniel46@xfinity.com,757-417-8363,************5622
3865,Resort Hotel,1,3,2016,February,6,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient-Party,39,0,0,Canceled,01-02-16,Steven Perez,Steven.P@yahoo.com,977-884-9289,************1927
3866,Resort Hotel,1,3,2016,February,6,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient-Party,39,0,0,Canceled,01-02-16,Alison Morris,Alison_M33@yandex.com,715-796-7588,************9721
3867,Resort Hotel,0,0,2016,February,6,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0,Transient,39,0,1,Check-Out,02-02-16,Dalton Cordova,DCordova12@outlook.com,343-422-7212,************6472
3868,Resort Hotel,1,13,2016,February,6,1,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,0,Transient,67,0,0,Canceled,27-01-16,Ashley Stark,Ashley_S@yandex.com,232-687-5382,************5086
3869,Resort Hotel,1,11,2016,February,6,1,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94,0,Transient,27,0,0,Canceled,25-01-16,Kevin Kennedy,Kennedy.Kevin@verizon.com,346-937-3240,************6576
3870,Resort Hotel,1,28,2016,February,6,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,46.4,0,2,Canceled,11-01-16,William Horton,Horton_William@zoho.com,538-254-5575,************5072
3871,Resort Hotel,0,101,2016,February,6,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,43.2,0,1,Check-Out,08-02-16,Carol Green,Green.Carol@gmail.com,935-222-7584,************3392
3872,Resort Hotel,1,202,2016,February,6,2,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,27.9,0,1,Canceled,11-11-15,Jesus Rose,Jesus.Rose@zoho.com,572-937-5846,************3763
3873,Resort Hotel,1,133,2016,February,6,2,5,15,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,24.94,0,0,Canceled,21-01-16,Matthew Drake,Matthew.D44@gmail.com,330-923-2395,************2933
3874,Resort Hotel,1,4,2016,February,6,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,68,0,1,Canceled,30-01-16,Mathew Fields MD,Mathew.MD@zoho.com,431-587-7218,************6295
3875,Resort Hotel,0,116,2016,February,6,3,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,56.1,0,1,Check-Out,07-02-16,Diane Williams,Diane_Williams@protonmail.com,405-832-6082,************9923
3876,Resort Hotel,1,100,2016,February,6,3,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,56.1,0,0,Canceled,26-10-15,Deborah Rivas,Deborah_R@zoho.com,838-663-1244,************3476
3877,Resort Hotel,0,97,2016,February,6,3,0,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,36,0,Transient,50.54,0,0,Check-Out,07-02-16,Kayla Wallace,Wallace_Kayla@verizon.com,896-145-8856,************1866
3878,Resort Hotel,1,39,2016,February,6,3,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,Transient,55,0,0,Canceled,12-01-16,Maria Bush,Bush.Maria@protonmail.com,976-682-8517,************4126
3879,Resort Hotel,1,46,2016,February,6,3,7,19,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient-Party,30,0,1,Canceled,15-01-16,Christina Kennedy,Kennedy.Christina@aol.com,377-424-4471,************1972
3880,Resort Hotel,1,46,2016,February,6,3,7,19,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,0,Transient-Party,38,0,1,Canceled,15-01-16,Margaret Johnson,Johnson.Margaret@mail.com,436-480-5546,************1915
3881,Resort Hotel,1,20,2016,February,6,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,39,0,1,Canceled,18-01-16,Nathan Nguyen,Nguyen_Nathan@aol.com,800-433-4371,************8971
3882,Resort Hotel,1,142,2016,February,6,4,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,50.4,0,1,Canceled,20-01-16,Rachel Johnson,Johnson.Rachel62@gmail.com,585-650-5725,************3956
3883,Resort Hotel,1,17,2016,February,6,4,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,54.67,0,1,Canceled,19-01-16,Andrew Allen,Andrew.Allen@aol.com,561-448-8732,************5077
3884,Resort Hotel,1,26,2016,February,6,4,1,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,87,0,1,Canceled,11-01-16,John Mckinney,JohnMckinney@yandex.com,749-277-1633,************7248
3885,Resort Hotel,1,83,2016,February,6,4,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,98,0,0,Canceled,09-01-16,Teresa Ortega,TOrtega28@yahoo.com,209-573-8528,************1201
